date,material,price,unit,location,source,retail_or_wholesale,data_type,notes
16/04/2025,cement,263.78,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,cement,278.92,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,cement,261.74,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,sand,1413.81,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
16/04/2025,sand,1458.17,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
16/04/2025,sand,1345.61,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,sand,1377.02,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,sand,1357.59,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,sand,1334.69,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,sand,1337.9,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,gravel,1574.23,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
16/04/2025,gravel,1557.71,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
16/04/2025,gravel,1388,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,gravel,1462.62,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,gravel,1400.42,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,gravel,1481.53,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,gravel,1418.67,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,lumber,785.59,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
16/04/2025,lumber,734.24,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
16/04/2025,lumber,704.66,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
16/04/2025,lumber,750.91,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,lumber,691.86,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,lumber,716.41,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,lumber,723.94,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,859.11,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,846.31,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,785.97,sheet,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,859.63,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,806.65,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,831.67,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
16/04/2025,plywood,793.82,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,steel,192.63,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
23/04/2025,steel,187.96,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
23/04/2025,steel,188.11,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,steel,190.83,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,steel,181.99,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,steel,185.97,pc,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,steel,178.42,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,cement,290.72,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
23/04/2025,cement,281.12,bag,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
23/04/2025,cement,264.12,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,cement,283.55,bag,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,cement,256.21,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,cement,267.51,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,cement,266.1,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,sand,1434.69,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
23/04/2025,sand,1366.93,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
23/04/2025,sand,1280.46,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,sand,1375.51,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,sand,1301.13,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,sand,1372.69,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,sand,1312.16,cubic_m,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,gravel,1554.43,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
23/04/2025,gravel,1487.26,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
23/04/2025,gravel,1401.73,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,gravel,1428.07,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,gravel,1371.99,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,gravel,1426.74,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,gravel,1441,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,754.52,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,785.02,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,717.86,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,736.85,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,694.87,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,714.08,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,lumber,693.75,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,849.97,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,843.49,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,833.8,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
23/04/2025,plywood,841.77,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,816.44,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,806.16,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
23/04/2025,plywood,782.79,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,steel,198.27,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/04/2025,steel,191.37,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
30/04/2025,steel,183.89,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,steel,182.83,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,steel,172.12,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,steel,186.31,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,steel,187.21,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,294.81,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,289.99,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,270.49,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,279.38,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,257.04,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,268.85,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,cement,273.91,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,sand,1400.4,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
30/04/2025,sand,1395.52,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
30/04/2025,sand,1354.68,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,sand,1367.36,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,sand,1300.3,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,sand,1327.97,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,sand,1327.5,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,gravel,1567.15,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/04/2025,gravel,1484.72,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/04/2025,gravel,1382.74,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,gravel,1410.72,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,gravel,1405.41,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,gravel,1446.36,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,gravel,1476.02,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,lumber,768.6,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/04/2025,lumber,751.24,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
30/04/2025,lumber,712.67,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,lumber,735.5,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,lumber,691.83,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,lumber,705.36,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,lumber,701.96,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,plywood,873.76,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
30/04/2025,plywood,856.84,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/04/2025,plywood,820.54,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/04/2025,plywood,832.47,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,plywood,769.94,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,plywood,805.71,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/04/2025,plywood,796.02,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,199.66,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
07/05/2025,steel,197.7,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,184.47,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,182.43,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,176.07,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,188.37,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,steel,181.56,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,cement,302.31,bag,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
07/05/2025,cement,288.83,bag,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
07/05/2025,cement,269.37,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,cement,276.15,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,cement,264,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,cement,274.87,bag,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
07/05/2025,cement,268.42,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1463.68,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1367.19,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1290.68,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1361.85,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1313.67,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
07/05/2025,sand,1361,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,sand,1298.14,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1462.85,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1496.88,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1436.42,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1468.88,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1412.04,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1474.41,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,gravel,1406.09,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,lumber,764.28,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
07/05/2025,lumber,743.05,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
07/05/2025,lumber,692.82,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,lumber,710.7,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
07/05/2025,lumber,688.34,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,lumber,734.68,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,lumber,714.58,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,plywood,869.65,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
07/05/2025,plywood,898.66,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
07/05/2025,plywood,801.48,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
07/05/2025,plywood,858.18,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,plywood,819.39,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,plywood,827.21,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
07/05/2025,plywood,792.06,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,197.97,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,196.35,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,179.27,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,186.24,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,steel,176.66,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,188.13,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,steel,186.66,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,297.78,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,293.71,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,267.09,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,277.78,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,264.27,bag,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,cement,276.49,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,cement,280.02,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,sand,1417.91,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
14/05/2025,sand,1435.19,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
14/05/2025,sand,1367.52,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,sand,1381.89,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,sand,1290.11,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,sand,1318.14,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,sand,1285.84,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,gravel,1482.13,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
14/05/2025,gravel,1506.72,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
14/05/2025,gravel,1417.36,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,gravel,1494.62,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,gravel,1379.59,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,gravel,1435.13,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,gravel,1418.53,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,lumber,778.69,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
14/05/2025,lumber,767.55,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
14/05/2025,lumber,714.95,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,lumber,715.35,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,lumber,703.26,pc,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,lumber,710.34,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,lumber,722.48,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,plywood,878.59,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
14/05/2025,plywood,865.64,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
14/05/2025,plywood,853.52,sheet,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,plywood,849,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,plywood,800.64,sheet,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
14/05/2025,plywood,817.4,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
14/05/2025,plywood,783.28,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,198.6,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
21/05/2025,steel,192.3,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,190.39,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,191.43,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,184.75,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,183.86,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,steel,179.47,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,cement,297.37,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
21/05/2025,cement,282.86,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
21/05/2025,cement,268.82,bag,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,cement,289.24,bag,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,cement,263.48,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,cement,266.22,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,cement,258.95,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1392.57,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
21/05/2025,sand,1444.62,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1312.31,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1437.99,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1339.68,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1394.43,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,sand,1340.18,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,gravel,1561.08,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
21/05/2025,gravel,1488.65,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
21/05/2025,gravel,1425.16,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,gravel,1489.8,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,gravel,1422.54,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,gravel,1407.07,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,gravel,1405.1,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,lumber,769.84,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
21/05/2025,lumber,754.59,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
21/05/2025,lumber,697.78,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,lumber,761.63,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,lumber,694.52,pc,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,lumber,705.9,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,lumber,731.6,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,plywood,905.33,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
21/05/2025,plywood,863.92,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
21/05/2025,plywood,782.61,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,plywood,828.6,sheet,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,plywood,769.24,sheet,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
21/05/2025,plywood,828.09,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
21/05/2025,plywood,794.39,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
28/05/2025,steel,199.32,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
28/05/2025,steel,202.57,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
28/05/2025,steel,182.02,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
28/05/2025,steel,191.71,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
28/05/2025,steel,183.2,pc,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
28/05/2025,steel,190.7,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
28/05/2025,steel,181.97,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
